Comment,Test,Validation,Training,Correct,AUC,MCC,F1,AVP,TPR,TNR,Prec,Rec,Confusion matrix,LR,Duration (s),Timestamp
AApep S:4 X:0_20 M:0_181 M2:192_464,0,0,"[1, 2, 3, 4]",0.833,0.542,0.0,0.0,0.293,0.0,1.0,,0.0,"[[280   0]
 [ 56   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",20,2019-05-10 19:12:07.563451
AApep S:4 X:0_20 M:0_181 M2:192_464,0,1,"[0, 2, 3, 4]",0.615,0.66,0.264,0.4,0.23800000000000002,0.769,0.585,0.27,0.769,"[[152 108]
 [ 12  40]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",36,2019-05-10 19:12:24.156217
AApep S:4 X:0_20 M:0_181 M2:192_464,0,2,"[0, 1, 3, 4]",0.774,0.792,0.502,0.57,0.365,0.8959999999999999,0.75,0.41700000000000004,0.8959999999999999,"[[180  60]
 [  5  43]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",53,2019-05-10 19:12:40.578176
AApep S:4 X:0_20 M:0_181 M2:192_464,0,3,"[0, 1, 2, 4]",0.833,0.58,0.0,0.0,0.209,0.0,1.0,,0.0,"[[220   0]
 [ 44   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",69,2019-05-10 19:12:56.795766
AApep S:4 X:0_20 M:0_181 M2:192_464,0,4,"[0, 1, 2, 3]",0.833,0.603,0.0,0.0,0.235,0.0,1.0,,0.0,"[[220   0]
 [ 44   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",85,2019-05-10 19:13:13.231202
AApep S:4 X:0_20 M:0_181 M2:192_464,0,0,"[1, 2, 3, 4]",0.179,0.636,-0.158,0.258,0.24600000000000002,0.857,0.043,0.152,0.857,"[[ 12 268]
 [  8  48]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",19,2019-05-10 19:13:38.493809
AApep S:4 X:0_20 M:0_181 M2:192_464,0,1,"[0, 2, 3, 4]",0.833,0.713,0.0,0.0,0.3,0.0,1.0,,0.0,"[[260   0]
 [ 52   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",35,2019-05-10 19:13:54.646695
AApep S:4 X:0_20 M:0_181 M2:192_464,0,2,"[0, 1, 3, 4]",0.833,0.883,0.0,0.0,0.462,0.0,1.0,,0.0,"[[240   0]
 [ 48   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",51,2019-05-10 19:14:10.792311
AApep S:4 X:0_20 M:0_181 M2:192_464,0,3,"[0, 1, 2, 4]",0.833,0.578,0.0,0.0,0.212,0.0,1.0,,0.0,"[[220   0]
 [ 44   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",68,2019-05-10 19:14:26.955914
AApep S:4 X:0_20 M:0_181 M2:192_464,0,4,"[0, 1, 2, 3]",0.833,0.466,0.0,0.0,0.187,0.0,1.0,,0.0,"[[220   0]
 [ 44   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",84,2019-05-10 19:14:43.219829
AApep S:4 X:0_20 M:0_181 M2:192_464,0,0,"[1, 2, 3, 4]",0.7859999999999999,0.672,0.0,0.1,0.284,0.071,0.929,0.16699999999999998,0.071,"[[260  20]
 [ 52   4]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",19,2019-05-10 19:15:07.424474
AApep S:4 X:0_20 M:0_181 M2:192_464,0,1,"[0, 2, 3, 4]",0.833,0.644,0.0,0.0,0.366,0.0,1.0,,0.0,"[[260   0]
 [ 52   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",35,2019-05-10 19:15:23.810202
AApep S:4 X:0_20 M:0_181 M2:192_464,0,2,"[0, 1, 3, 4]",0.562,0.8140000000000001,0.321,0.41700000000000004,0.41700000000000004,0.938,0.488,0.268,0.938,"[[117 123]
 [  3  45]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",52,2019-05-10 19:15:40.397734
AApep S:4 X:0_20 M:0_181 M2:192_464,0,3,"[0, 1, 2, 4]",0.833,0.596,0.0,0.0,0.196,0.0,1.0,,0.0,"[[220   0]
 [ 44   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",68,2019-05-10 19:15:57.143437
AApep S:4 X:0_20 M:0_181 M2:192_464,0,4,"[0, 1, 2, 3]",0.807,0.46399999999999997,-0.07400000000000001,0.0,0.18100000000000002,0.0,0.968,0.0,0.0,"[[213   7]
 [ 44   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",85,2019-05-10 19:16:13.553881
AApep S:4 X:0_20 M:0_181 M2:192_464,0,0,"[1, 2, 3, 4]",0.833,0.6890000000000001,0.0,0.0,0.327,0.0,1.0,,0.0,"[[280   0]
 [ 56   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",19,2019-05-10 19:16:38.270864
AApep S:4 X:0_20 M:0_181 M2:192_464,0,1,"[0, 2, 3, 4]",0.833,0.7190000000000001,0.0,0.0,0.39,0.0,1.0,,0.0,"[[260   0]
 [ 52   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",35,2019-05-10 19:16:54.014068
AApep S:4 X:0_20 M:0_181 M2:192_464,0,2,"[0, 1, 3, 4]",0.833,0.802,0.0,0.0,0.442,0.0,1.0,,0.0,"[[240   0]
 [ 48   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",51,2019-05-10 19:17:09.909559
AApep S:4 X:0_20 M:0_181 M2:192_464,0,3,"[0, 1, 2, 4]",0.205,0.629,0.08900000000000001,0.295,0.23,1.0,0.045,0.17300000000000001,1.0,"[[ 10 210]
 [  0  44]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",67,2019-05-10 19:17:25.990418
AApep S:4 X:0_20 M:0_181 M2:192_464,0,4,"[0, 1, 2, 3]",0.833,0.561,0.0,0.0,0.22,0.0,1.0,,0.0,"[[220   0]
 [ 44   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",83,2019-05-10 19:17:42.005077
AApep S:4 X:0_20 M:0_181 M2:192_464,0,0,"[1, 2, 3, 4]",0.833,0.69,0.0,0.0,0.518,0.0,1.0,,0.0,"[[280   0]
 [ 56   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",19,2019-05-10 19:18:06.581722
AApep S:4 X:0_20 M:0_181 M2:192_464,0,1,"[0, 2, 3, 4]",0.7440000000000001,0.57,0.077,0.231,0.307,0.231,0.846,0.231,0.231,"[[220  40]
 [ 40  12]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",35,2019-05-10 19:18:22.618771
AApep S:4 X:0_20 M:0_181 M2:192_464,0,2,"[0, 1, 3, 4]",0.736,0.831,0.017,0.174,0.363,0.16699999999999998,0.85,0.182,0.16699999999999998,"[[204  36]
 [ 40   8]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",51,2019-05-10 19:18:38.626795
AApep S:4 X:0_20 M:0_181 M2:192_464,0,3,"[0, 1, 2, 4]",0.833,0.40299999999999997,0.0,0.0,0.14,0.0,1.0,,0.0,"[[220   0]
 [ 44   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",68,2019-05-10 19:18:55.205700
AApep S:4 X:0_20 M:0_181 M2:192_464,0,4,"[0, 1, 2, 3]",0.833,0.565,0.158,0.154,0.221,0.091,0.982,0.5,0.091,"[[216   4]
 [ 40   4]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",83,2019-05-10 19:19:11.105170
AApep S:4 X:0_20 M:0_181 M2:192_464,0,0,"[1, 2, 3, 4]",0.833,0.48100000000000004,0.0,0.0,0.175,0.0,1.0,,0.0,"[[280   0]
 [ 56   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",19,2019-05-10 19:19:36.873685
AApep S:4 X:0_20 M:0_181 M2:192_464,0,1,"[0, 2, 3, 4]",0.785,0.716,0.256,0.385,0.49,0.40399999999999997,0.862,0.368,0.40399999999999997,"[[224  36]
 [ 31  21]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",36,2019-05-10 19:19:53.581802
AApep S:4 X:0_20 M:0_181 M2:192_464,0,2,"[0, 1, 3, 4]",0.701,0.767,0.233,0.386,0.375,0.562,0.7290000000000001,0.293,0.562,"[[175  65]
 [ 21  27]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",53,2019-05-10 19:20:10.518590
AApep S:4 X:0_20 M:0_181 M2:192_464,0,3,"[0, 1, 2, 4]",0.667,0.568,0.237,0.389,0.222,0.636,0.6729999999999999,0.28,0.636,"[[148  72]
 [ 16  28]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",70,2019-05-10 19:20:27.546444
AApep S:4 X:0_20 M:0_181 M2:192_464,0,4,"[0, 1, 2, 3]",0.8029999999999999,0.47700000000000004,0.057,0.133,0.243,0.091,0.945,0.25,0.091,"[[208  12]
 [ 40   4]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",87,2019-05-10 19:20:44.753112
AApep S:4 X:0_20 M:0_181 M2:192_464,0,0,"[1, 2, 3, 4]",0.833,0.7090000000000001,0.0,0.0,0.42700000000000005,0.0,1.0,,0.0,"[[280   0]
 [ 56   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",19,2019-05-10 19:21:10.166179
AApep S:4 X:0_20 M:0_181 M2:192_464,0,1,"[0, 2, 3, 4]",0.833,0.541,0.0,0.0,0.17,0.0,1.0,,0.0,"[[260   0]
 [ 52   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",37,2019-05-10 19:21:27.259471
AApep S:4 X:0_20 M:0_181 M2:192_464,0,2,"[0, 1, 3, 4]",0.792,0.78,0.16899999999999998,0.28600000000000003,0.33799999999999997,0.25,0.9,0.33299999999999996,0.25,"[[216  24]
 [ 36  12]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",54,2019-05-10 19:21:44.364560
AApep S:4 X:0_20 M:0_181 M2:192_464,0,3,"[0, 1, 2, 4]",0.818,0.588,-0.055,0.0,0.217,0.0,0.982,0.0,0.0,"[[216   4]
 [ 44   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",71,2019-05-10 19:22:01.767813
AApep S:4 X:0_20 M:0_181 M2:192_464,0,4,"[0, 1, 2, 3]",0.833,0.563,0.158,0.154,0.22899999999999998,0.091,0.982,0.5,0.091,"[[216   4]
 [ 40   4]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",88,2019-05-10 19:22:18.582779
AApep S:4 X:0_20 M:0_181 M2:192_464,0,0,"[1, 2, 3, 4]",0.833,0.45899999999999996,0.0,0.0,0.212,0.0,1.0,,0.0,"[[280   0]
 [ 56   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",19,2019-05-10 19:22:43.789875
AApep S:4 X:0_20 M:0_181 M2:192_464,0,1,"[0, 2, 3, 4]",0.401,0.721,0.247,0.35700000000000004,0.278,1.0,0.281,0.218,1.0,"[[ 73 187]
 [  0  52]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",35,2019-05-10 19:22:59.993086
AApep S:4 X:0_20 M:0_181 M2:192_464,0,2,"[0, 1, 3, 4]",0.833,0.7120000000000001,0.0,0.0,0.368,0.0,1.0,,0.0,"[[240   0]
 [ 48   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",51,2019-05-10 19:23:16.058222
AApep S:4 X:0_20 M:0_181 M2:192_464,0,3,"[0, 1, 2, 4]",0.16699999999999998,0.518,0.0,0.28600000000000003,0.172,1.0,0.0,0.16699999999999998,1.0,"[[  0 220]
 [  0  44]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",68,2019-05-10 19:23:32.278846
AApep S:4 X:0_20 M:0_181 M2:192_464,0,4,"[0, 1, 2, 3]",0.833,0.479,0.0,0.0,0.242,0.0,1.0,,0.0,"[[220   0]
 [ 44   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",83,2019-05-10 19:23:48.032762
AApep S:4 X:0_20 M:0_181 M2:192_464,0,0,"[1, 2, 3, 4]",0.833,0.502,0.0,0.0,0.27899999999999997,0.0,1.0,,0.0,"[[280   0]
 [ 56   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",19,2019-05-10 19:24:12.816311
AApep S:4 X:0_20 M:0_181 M2:192_464,0,1,"[0, 2, 3, 4]",0.833,0.71,0.0,0.0,0.32,0.0,1.0,,0.0,"[[260   0]
 [ 52   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",35,2019-05-10 19:24:28.644544
AApep S:4 X:0_20 M:0_181 M2:192_464,0,2,"[0, 1, 3, 4]",0.833,0.846,0.0,0.0,0.502,0.0,1.0,,0.0,"[[240   0]
 [ 48   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",51,2019-05-10 19:24:44.700110
AApep S:4 X:0_20 M:0_181 M2:192_464,0,3,"[0, 1, 2, 4]",0.833,0.496,0.0,0.0,0.16899999999999998,0.0,1.0,,0.0,"[[220   0]
 [ 44   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",67,2019-05-10 19:25:00.512604
AApep S:4 X:0_20 M:0_181 M2:192_464,0,4,"[0, 1, 2, 3]",0.833,0.5489999999999999,0.0,0.0,0.29100000000000004,0.0,1.0,,0.0,"[[220   0]
 [ 44   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",83,2019-05-10 19:25:16.775283
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,0,"[1, 2, 3, 4]",0.7709999999999999,0.858,0.503,0.562,0.447,0.915,0.7440000000000001,0.406,0.915,"[[183  63]
 [  4  43]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",24,2019-05-10 23:50:41.716175
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,1,"[0, 2, 3, 4]",0.833,0.738,0.395,0.495,0.381,0.5,0.898,0.49,0.5,"[[220  25]
 [ 24  24]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",44,2019-05-10 23:51:01.819822
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,2,"[0, 1, 3, 4]",0.73,0.672,-0.01,0.151,0.327,0.146,0.845,0.156,0.146,"[[207  38]
 [ 41   7]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",65,2019-05-10 23:51:22.469226
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,3,"[0, 1, 2, 4]",0.433,0.853,0.252,0.35700000000000004,0.488,0.9790000000000001,0.32899999999999996,0.218,0.9790000000000001,"[[ 81 165]
 [  1  46]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",84,2019-05-10 23:51:42.381702
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,4,"[0, 1, 2, 3]",0.815,0.523,0.0,0.0,0.23,0.0,1.0,,0.0,"[[238   0]
 [ 54   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",105,2019-05-10 23:52:02.461057
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,0,"[1, 2, 3, 4]",0.84,0.7979999999999999,0.0,0.0,0.516,0.0,1.0,,0.0,"[[246   0]
 [ 47   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",24,2019-05-10 23:52:30.642305
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,1,"[0, 2, 3, 4]",0.833,0.807,0.353,0.449,0.585,0.41700000000000004,0.914,0.488,0.41700000000000004,"[[224  21]
 [ 28  20]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",44,2019-05-10 23:52:51.055011
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,2,"[0, 1, 3, 4]",0.611,0.6970000000000001,0.235,0.38,0.431,0.7290000000000001,0.588,0.257,0.7290000000000001,"[[144 101]
 [ 13  35]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",65,2019-05-10 23:53:11.267822
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,3,"[0, 1, 2, 4]",0.741,0.8420000000000001,0.341,0.457,0.496,0.6809999999999999,0.752,0.344,0.6809999999999999,"[[185  61]
 [ 15  32]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",84,2019-05-10 23:53:30.332819
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,4,"[0, 1, 2, 3]",0.815,0.669,0.0,0.0,0.275,0.0,1.0,,0.0,"[[238   0]
 [ 54   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",103,2019-05-10 23:53:49.581285
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,0,"[1, 2, 3, 4]",0.85,0.804,0.233,0.12,0.444,0.064,1.0,1.0,0.064,"[[246   0]
 [ 44   3]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",23,2019-05-10 23:54:17.558393
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,1,"[0, 2, 3, 4]",0.836,0.722,0.0,0.0,0.373,0.0,1.0,,0.0,"[[245   0]
 [ 48   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",43,2019-05-10 23:54:37.869743
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,2,"[0, 1, 3, 4]",0.546,0.706,0.24100000000000002,0.376,0.342,0.833,0.49,0.242,0.833,"[[120 125]
 [  8  40]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",63,2019-05-10 23:54:57.649151
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,3,"[0, 1, 2, 4]",0.16,0.5,0.0,0.276,0.16,1.0,0.0,0.16,1.0,"[[  0 246]
 [  0  47]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",83,2019-05-10 23:55:17.399938
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,4,"[0, 1, 2, 3]",0.815,0.79,0.0,0.0,0.36,0.0,1.0,,0.0,"[[238   0]
 [ 54   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",102,2019-05-10 23:55:36.864666
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,0,"[1, 2, 3, 4]",0.584,0.718,0.168,0.337,0.318,0.66,0.569,0.226,0.66,"[[140 106]
 [ 16  31]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",22,2019-05-10 23:56:02.733126
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,1,"[0, 2, 3, 4]",0.836,0.691,0.0,0.0,0.324,0.0,1.0,,0.0,"[[245   0]
 [ 48   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",41,2019-05-10 23:56:21.972706
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,2,"[0, 1, 3, 4]",0.836,0.82,0.0,0.0,0.401,0.0,1.0,,0.0,"[[245   0]
 [ 48   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",60,2019-05-10 23:56:40.966508
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,3,"[0, 1, 2, 4]",0.836,0.883,0.433,0.529,0.61,0.574,0.8859999999999999,0.491,0.574,"[[218  28]
 [ 20  27]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",78,2019-05-10 23:56:59.006594
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,4,"[0, 1, 2, 3]",0.815,0.7559999999999999,0.0,0.0,0.609,0.0,1.0,,0.0,"[[238   0]
 [ 54   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",97,2019-05-10 23:57:18.042381
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,0,"[1, 2, 3, 4]",0.792,0.862,0.284,0.408,0.557,0.447,0.858,0.375,0.447,"[[211  35]
 [ 26  21]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",22,2019-05-10 23:57:44.343419
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,1,"[0, 2, 3, 4]",0.7509999999999999,0.723,0.155,0.305,0.374,0.33299999999999996,0.833,0.281,0.33299999999999996,"[[204  41]
 [ 32  16]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",41,2019-05-10 23:58:02.861883
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,2,"[0, 1, 3, 4]",0.823,0.7190000000000001,0.095,0.133,0.313,0.083,0.9670000000000001,0.33299999999999996,0.083,"[[237   8]
 [ 44   4]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",59,2019-05-10 23:58:21.030381
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,3,"[0, 1, 2, 4]",0.853,0.8540000000000001,0.364,0.42700000000000005,0.647,0.34,0.951,0.5710000000000001,0.34,"[[234  12]
 [ 31  16]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",77,2019-05-10 23:58:39.063239
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,4,"[0, 1, 2, 3]",0.815,0.8340000000000001,0.0,0.0,0.49,0.0,1.0,,0.0,"[[238   0]
 [ 54   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",96,2019-05-10 23:58:57.788778
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,0,"[1, 2, 3, 4]",0.843,0.8270000000000001,0.192,0.179,0.48700000000000004,0.106,0.9840000000000001,0.556,0.106,"[[242   4]
 [ 42   5]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",22,2019-05-10 23:59:23.928630
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,1,"[0, 2, 3, 4]",0.836,0.768,0.0,0.0,0.321,0.0,1.0,,0.0,"[[245   0]
 [ 48   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",41,2019-05-10 23:59:42.431043
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,2,"[0, 1, 3, 4]",0.836,0.7859999999999999,0.0,0.0,0.389,0.0,1.0,,0.0,"[[245   0]
 [ 48   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",59,2019-05-11 00:00:00.676961
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,3,"[0, 1, 2, 4]",0.519,0.877,0.327,0.4,0.478,1.0,0.42700000000000005,0.25,1.0,"[[105 141]
 [  0  47]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",77,2019-05-11 00:00:18.586462
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,4,"[0, 1, 2, 3]",0.8220000000000001,0.7879999999999999,0.358,0.45799999999999996,0.598,0.40700000000000003,0.9159999999999999,0.524,0.40700000000000003,"[[218  20]
 [ 32  22]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",96,2019-05-11 00:00:37.937475
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,0,"[1, 2, 3, 4]",0.768,0.8490000000000001,0.319,0.44299999999999995,0.445,0.574,0.805,0.36,0.574,"[[198  48]
 [ 20  27]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",22,2019-05-11 00:01:03.601429
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,1,"[0, 2, 3, 4]",0.795,0.779,0.324,0.444,0.42,0.5,0.853,0.4,0.5,"[[209  36]
 [ 24  24]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",41,2019-05-11 00:01:22.840215
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,2,"[0, 1, 3, 4]",0.836,0.8059999999999999,0.0,0.0,0.344,0.0,1.0,,0.0,"[[245   0]
 [ 48   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",60,2019-05-11 00:01:41.796862
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,3,"[0, 1, 2, 4]",0.84,0.775,0.0,0.0,0.625,0.0,1.0,,0.0,"[[246   0]
 [ 47   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",79,2019-05-11 00:02:01.328566
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,4,"[0, 1, 2, 3]",0.836,0.75,0.424,0.52,0.546,0.48100000000000004,0.9159999999999999,0.565,0.48100000000000004,"[[218  20]
 [ 28  26]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",99,2019-05-11 00:02:20.774156
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,0,"[1, 2, 3, 4]",0.16,0.498,0.0,0.276,0.159,1.0,0.0,0.16,1.0,"[[  0 246]
 [  0  47]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",22,2019-05-11 00:02:47.243930
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,1,"[0, 2, 3, 4]",0.809,0.768,0.055999999999999994,0.125,0.36200000000000004,0.083,0.951,0.25,0.083,"[[233  12]
 [ 44   4]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",41,2019-05-11 00:03:06.509016
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,2,"[0, 1, 3, 4]",0.836,0.816,0.0,0.0,0.47600000000000003,0.0,1.0,,0.0,"[[245   0]
 [ 48   0]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",61,2019-05-11 00:03:25.693374
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,3,"[0, 1, 2, 4]",0.833,0.895,0.546,0.614,0.599,0.83,0.833,0.488,0.83,"[[205  41]
 [  8  39]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",80,2019-05-11 00:03:45.103880
rpAApep RP S:4 X:0_20 M:0_181 M2:192_464,0,4,"[0, 1, 2, 3]",0.733,0.662,0.261,0.418,0.5710000000000001,0.519,0.782,0.35,0.519,"[[186  52]
 [ 26  28]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",100,2019-05-11 00:04:05.372136
