Comment,Test,Validation,Training,Correct,AUC,MCC,F1,AVP,TPR,TNR,Prec,Rec,Confusion matrix,LR,Duration (s),Timestamp
0,8Struc33 S:4 X:20_53,0,1,"[0, 2, 3, 4]",0.744,0.636,0.192,0.344,0.302,0.404,0.812,0.3,0.404,"[[211  49]
 [ 31  21]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",40,2019-05-11 18:44:28.688110
0,8Struc33 S:4 X:20_53,0,2,"[0, 1, 3, 4]",0.514,0.564,0.05,0.278,0.223,0.562,0.504,0.185,0.562,"[[121 119]
 [ 21  27]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",59,2019-05-11 18:44:47.686388
0,8Struc33 S:4 X:20_53,0,3,"[0, 1, 2, 4]",0.682,0.507,-0.068,0.125,0.166,0.136,0.791,0.115,0.136,"[[174  46]
 [ 38   6]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",78,2019-05-11 18:45:06.722350
0,8Struc33 S:4 X:20_53,0,4,"[0, 1, 2, 3]",0.788,0.496,0.128,0.243,0.218,0.205,0.905,0.3,0.205,"[[199  21]
 [ 35   9]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",97,2019-05-11 18:45:25.739268
0,8Struc33 S:4 X:20_53,0,0,"[1, 2, 3, 4]",0.408,0.493,-0.041,0.243,0.183,0.571,0.375,0.155,0.571,"[[105 175]
 [ 24  32]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",22,2019-05-11 18:45:54.936231
0,8Struc33 S:4 X:20_53,0,1,"[0, 2, 3, 4]",0.74,0.574,-0.004,0.147,0.183,0.135,0.862,0.163,0.135,"[[224  36]
 [ 45   7]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",40,2019-05-11 18:46:13.588575
0,8Struc33 S:4 X:20_53,0,2,"[0, 1, 3, 4]",0.615,0.555,0.029,0.245,0.219,0.375,0.662,0.182,0.375,"[[159  81]
 [ 30  18]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",59,2019-05-11 18:46:32.490209
0,8Struc33 S:4 X:20_53,0,3,"[0, 1, 2, 4]",0.663,0.554,0.056,0.252,0.221,0.341,0.727,0.2,0.341,"[[160  60]
 [ 29  15]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",78,2019-05-11 18:46:51.604541
0,8Struc33 S:4 X:20_53,0,4,"[0, 1, 2, 3]",0.773,0.557,0.101,0.231,0.264,0.205,0.886,0.265,0.205,"[[195  25]
 [ 35   9]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",97,2019-05-11 18:47:10.112433
0,8Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.643,0.593,0.068,0.268,0.21,0.393,0.693,0.204,0.393,"[[194  86]
 [ 34  22]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",22,2019-05-11 18:47:39.851920
0,8Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.67,0.647,0.195,0.36,0.283,0.558,0.692,0.266,0.558,"[[180  80]
 [ 23  29]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",41,2019-05-11 18:47:58.825454
0,8Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.531,0.597,0.028,0.262,0.23,0.5,0.538,0.178,0.5,"[[129 111]
 [ 24  24]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",62,2019-05-11 18:48:19.931339
0,8Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.652,0.588,0.073,0.27,0.286,0.386,0.705,0.207,0.386,"[[155  65]
 [ 27  17]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",81,2019-05-11 18:48:39.035684
0,8Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.701,0.531,0.098,0.275,0.22,0.341,0.773,0.231,0.341,"[[170  50]
 [ 29  15]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",100,2019-05-11 18:48:58.411520
0,8Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.729,0.675,0.084,0.248,0.244,0.268,0.821,0.231,0.268,"[[230  50]
 [ 41  15]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",23,2019-05-11 18:49:28.831601
0,8Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.612,0.581,0.045,0.258,0.208,0.404,0.654,0.189,0.404,"[[170  90]
 [ 31  21]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",42,2019-05-11 18:49:48.231736
0,8Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.694,0.538,0.086,0.267,0.194,0.333,0.767,0.222,0.333,"[[184  56]
 [ 32  16]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",62,2019-05-11 18:50:07.905239
0,8Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.746,0.582,0.126,0.28,0.223,0.295,0.836,0.265,0.295,"[[184  36]
 [ 31  13]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",82,2019-05-11 18:50:28.525415
0,8Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.655,0.591,0.077,0.272,0.264,0.386,0.709,0.21,0.386,"[[156  64]
 [ 27  17]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",103,2019-05-11 18:50:48.999391
0,8Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.696,0.673,0.212,0.37,0.255,0.536,0.729,0.283,0.536,"[[204  76]
 [ 26  30]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",22,2019-05-11 18:51:17.987777
0,8Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.622,0.508,0.03,0.244,0.164,0.365,0.673,0.183,0.365,"[[175  85]
 [ 33  19]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",41,2019-05-11 18:51:37.369641
0,8Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.514,0.529,0.025,0.263,0.189,0.521,0.512,0.176,0.521,"[[123 117]
 [ 23  25]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",62,2019-05-11 18:51:58.162577
0,8Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.773,0.596,0.118,0.25,0.309,0.227,0.882,0.278,0.227,"[[194  26]
 [ 34  10]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",82,2019-05-11 18:52:17.988156
0,8Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.591,0.565,0.096,0.299,0.287,0.523,0.605,0.209,0.523,"[[133  87]
 [ 21  23]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",102,2019-05-11 18:52:38.697369
0,8Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.613,0.623,0.167,0.343,0.249,0.607,0.614,0.239,0.607,"[[172 108]
 [ 22  34]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",22,2019-05-11 18:53:09.022497
0,8Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.651,0.478,-0.043,0.168,0.156,0.212,0.738,0.139,0.212,"[[192  68]
 [ 41  11]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",41,2019-05-11 18:53:27.868485
0,8Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.573,0.558,0.028,0.255,0.21,0.438,0.6,0.179,0.438,"[[144  96]
 [ 27  21]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",61,2019-05-11 18:53:47.366092
0,8Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.731,0.591,0.121,0.283,0.311,0.318,0.814,0.255,0.318,"[[179  41]
 [ 30  14]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",79,2019-05-11 18:54:06.054227
0,8Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.587,0.546,0.066,0.278,0.216,0.477,0.609,0.196,0.477,"[[134  86]
 [ 23  21]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",99,2019-05-11 18:54:25.586982
0,8Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.732,0.629,0.101,0.262,0.221,0.286,0.821,0.242,0.286,"[[230  50]
 [ 40  16]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",21,2019-05-11 18:54:54.243557
0,8Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.593,0.448,-0.096,0.148,0.149,0.212,0.669,0.113,0.212,"[[174  86]
 [ 41  11]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",39,2019-05-11 18:55:12.497947
0,8Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.51,0.591,0.084,0.299,0.225,0.625,0.488,0.196,0.625,"[[117 123]
 [ 18  30]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",59,2019-05-11 18:55:31.777857
0,8Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.769,0.619,0.219,0.358,0.29,0.386,0.845,0.333,0.386,"[[186  34]
 [ 27  17]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",78,2019-05-11 18:55:51.463802
0,8Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.606,0.513,0.056,0.268,0.205,0.432,0.641,0.194,0.432,"[[141  79]
 [ 25  19]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",98,2019-05-11 18:56:10.555722
0,8Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.744,0.636,0.037,0.189,0.221,0.179,0.857,0.2,0.179,"[[240  40]
 [ 46  10]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",21,2019-05-11 18:56:38.840833
0,8Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.683,0.56,-0.1,0.092,0.176,0.096,0.8,0.088,0.096,"[[208  52]
 [ 47   5]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",40,2019-05-11 18:56:57.727784
0,8Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.51,0.531,0.009,0.254,0.173,0.5,0.512,0.17,0.5,"[[123 117]
 [ 24  24]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",59,2019-05-11 18:57:16.579673
0,8Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.701,0.617,0.083,0.262,0.25,0.318,0.777,0.222,0.318,"[[171  49]
 [ 30  14]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",77,2019-05-11 18:57:35.464423
0,8Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.701,0.463,0.053,0.233,0.164,0.273,0.786,0.203,0.273,"[[173  47]
 [ 32  12]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",97,2019-05-11 18:57:54.576612
0,8Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.598,0.628,0.163,0.341,0.226,0.625,0.593,0.235,0.625,"[[166 114]
 [ 21  35]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",22,2019-05-11 18:58:23.721697
0,8Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.638,0.516,0.009,0.221,0.164,0.308,0.704,0.172,0.308,"[[183  77]
 [ 36  16]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",40,2019-05-11 18:58:42.436148
0,8Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.521,0.559,0.068,0.289,0.204,0.583,0.508,0.192,0.583,"[[122 118]
 [ 20  28]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",60,2019-05-11 18:59:01.908368
0,8Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.633,0.564,0.04,0.248,0.225,0.364,0.686,0.188,0.364,"[[151  69]
 [ 28  16]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",79,2019-05-11 18:59:21.055830
0,8Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.477,0.465,0.007,0.258,0.155,0.545,0.464,0.169,0.545,"[[102 118]
 [ 20  24]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",97,2019-05-11 18:59:39.539778
0,8Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.458,0.565,0.082,0.3,0.202,0.696,0.411,0.191,0.696,"[[115 165]
 [ 17  39]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",21,2019-05-11 19:00:05.810292
0,8Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.708,0.667,0.205,0.364,0.247,0.5,0.75,0.286,0.5,"[[195  65]
 [ 26  26]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",38,2019-05-11 19:00:22.805688
0,8Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.556,0.553,0.05,0.273,0.206,0.5,0.567,0.188,0.5,"[[136 104]
 [ 24  24]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",55,2019-05-11 19:00:40.414671
0,8Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.674,0.55,0.039,0.232,0.193,0.295,0.75,0.191,0.295,"[[165  55]
 [ 31  13]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",73,2019-05-11 19:00:58.409332
0,8Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.735,0.617,0.141,0.3,0.231,0.341,0.814,0.268,0.341,"[[179  41]
 [ 29  15]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",91,2019-05-11 19:01:16.508351
0,8Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.69,0.593,0.074,0.257,0.229,0.321,0.764,0.214,0.321,"[[214  66]
 [ 38  18]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",22,2019-05-11 19:01:46.195142
0,8Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.712,0.463,-0.007,0.167,0.155,0.173,0.819,0.161,0.173,"[[213  47]
 [ 43   9]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",41,2019-05-11 19:02:05.197584
0,8Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.58,0.547,0.035,0.258,0.219,0.438,0.608,0.183,0.438,"[[146  94]
 [ 27  21]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",60,2019-05-11 19:02:24.024485
0,8Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.663,0.558,-0.004,0.198,0.234,0.25,0.745,0.164,0.25,"[[164  56]
 [ 33  11]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",79,2019-05-11 19:02:43.214519
0,8Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.598,0.554,0.076,0.284,0.21,0.477,0.623,0.202,0.477,"[[137  83]
 [ 23  21]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",98,2019-05-11 19:03:02.143907
0,8Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.622,0.605,0.113,0.306,0.214,0.5,0.646,0.22,0.5,"[[181  99]
 [ 28  28]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",21,2019-05-11 19:03:31.011904
0,8Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.651,0.589,0.022,0.227,0.19,0.308,0.719,0.18,0.308,"[[187  73]
 [ 36  16]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",40,2019-05-11 19:03:49.769401
0,8Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.569,0.552,0.088,0.295,0.195,0.542,0.575,0.203,0.542,"[[138 102]
 [ 22  26]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",59,2019-05-11 19:04:08.836237
0,8Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.67,0.455,-0.045,0.155,0.167,0.182,0.768,0.136,0.182,"[[169  51]
 [ 36   8]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",78,2019-05-11 19:04:27.689599
0,8Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.508,0.554,0.007,0.253,0.276,0.5,0.509,0.169,0.5,"[[112 108]
 [ 22  22]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",97,2019-05-11 19:04:46.598879
0,8Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.613,0.704,0.219,0.375,0.33,0.696,0.596,0.257,0.696,"[[167 113]
 [ 17  39]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",21,2019-05-11 19:05:15.882560
0,8Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.75,0.576,0.025,0.17,0.208,0.154,0.869,0.19,0.154,"[[226  34]
 [ 44   8]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",40,2019-05-11 19:05:34.332150
0,8Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.587,0.569,0.128,0.32,0.198,0.583,0.588,0.22,0.583,"[[141  99]
 [ 20  28]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",59,2019-05-11 19:05:53.465321
0,8Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.754,0.494,-0.05,0.085,0.169,0.068,0.891,0.111,0.068,"[[196  24]
 [ 41   3]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",78,2019-05-11 19:06:12.221108
0,8Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.64,0.563,0.103,0.296,0.237,0.455,0.677,0.22,0.455,"[[149  71]
 [ 24  20]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",97,2019-05-11 19:06:31.272061
0,8Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.708,0.694,0.118,0.29,0.266,0.357,0.779,0.244,0.357,"[[218  62]
 [ 36  20]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",22,2019-05-11 19:07:01.643276
0,8Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.689,0.597,0.037,0.224,0.195,0.269,0.773,0.192,0.269,"[[201  59]
 [ 38  14]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",41,2019-05-11 19:07:20.477034
0,8Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.542,0.573,0.087,0.298,0.235,0.583,0.533,0.2,0.583,"[[128 112]
 [ 20  28]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",60,2019-05-11 19:07:40.167748
0,8Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.792,0.666,0.169,0.286,0.28,0.25,0.9,0.333,0.25,"[[198  22]
 [ 33  11]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",80,2019-05-11 19:07:59.872404
0,8Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.72,0.581,0.091,0.26,0.234,0.295,0.805,0.232,0.295,"[[177  43]
 [ 31  13]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",100,2019-05-11 19:08:19.450504
0,8Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.708,0.683,0.205,0.364,0.298,0.5,0.75,0.286,0.5,"[[210  70]
 [ 28  28]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",21,2019-05-11 19:08:49.025008
0,8Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.583,0.432,-0.213,0.044,0.141,0.058,0.688,0.036,0.058,"[[179  81]
 [ 49   3]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",38,2019-05-11 19:09:06.665125
0,8Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.538,0.541,0.047,0.273,0.196,0.521,0.542,0.185,0.521,"[[130 110]
 [ 23  25]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",57,2019-05-11 19:09:25.091813
0,8Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.705,0.587,0.103,0.278,0.266,0.341,0.777,0.234,0.341,"[[171  49]
 [ 29  15]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",76,2019-05-11 19:09:44.028096
0,8Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.557,0.526,0.065,0.282,0.268,0.523,0.564,0.193,0.523,"[[124  96]
 [ 21  23]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",94,2019-05-11 19:10:03.006270
0,8Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.607,0.663,0.161,0.34,0.266,0.607,0.607,0.236,0.607,"[[170 110]
 [ 22  34]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",22,2019-05-11 19:10:32.805580
0,8Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.638,0.459,-0.069,0.15,0.148,0.192,0.727,0.123,0.192,"[[189  71]
 [ 42  10]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",40,2019-05-11 19:10:51.477456
0,8Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.469,0.559,0.022,0.268,0.252,0.583,0.446,0.174,0.583,"[[107 133]
 [ 20  28]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",60,2019-05-11 19:11:10.912105
0,8Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.799,0.491,0.114,0.209,0.248,0.159,0.927,0.304,0.159,"[[204  16]
 [ 37   7]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",79,2019-05-11 19:11:29.993514
0,8Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.758,0.469,0.059,0.2,0.248,0.182,0.873,0.222,0.182,"[[192  28]
 [ 36   8]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",98,2019-05-11 19:11:49.593854
0,8Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.711,0.639,0.11,0.281,0.226,0.339,0.786,0.241,0.339,"[[220  60]
 [ 37  19]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",21,2019-05-11 19:12:18.632093
0,8Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.756,0.49,-0.08,0.05,0.157,0.038,0.9,0.071,0.038,"[[234  26]
 [ 50   2]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",40,2019-05-11 19:12:37.347583
0,8Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.486,0.54,0.037,0.275,0.231,0.583,0.467,0.179,0.583,"[[112 128]
 [ 20  28]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",59,2019-05-11 19:12:56.471799
0,8Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.708,0.509,0.046,0.222,0.244,0.25,0.8,0.2,0.25,"[[176  44]
 [ 33  11]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",78,2019-05-11 19:13:15.358493
0,8Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.258,0.477,-0.073,0.258,0.168,0.773,0.155,0.155,0.773,"[[ 34 186]
 [ 10  34]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",97,2019-05-11 19:13:34.528129
0,8Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.601,0.666,0.187,0.356,0.265,0.661,0.589,0.243,0.661,"[[165 115]
 [ 19  37]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",21,2019-05-11 19:14:05.666986
0,8Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.625,0.648,0.183,0.354,0.279,0.615,0.627,0.248,0.615,"[[163  97]
 [ 20  32]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",39,2019-05-11 19:14:24.046516
0,8Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.566,0.572,0.072,0.286,0.188,0.521,0.575,0.197,0.521,"[[138 102]
 [ 23  25]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",57,2019-05-11 19:14:42.137129
0,8Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.769,0.52,0.077,0.208,0.226,0.182,0.886,0.242,0.182,"[[195  25]
 [ 36   8]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",76,2019-05-11 19:15:01.454697
0,8Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.542,0.516,0.051,0.275,0.216,0.523,0.545,0.187,0.523,"[[120 100]
 [ 21  23]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",95,2019-05-11 19:15:20.161949
0,8Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.693,0.746,0.32,0.443,0.353,0.732,0.686,0.318,0.732,"[[192  88]
 [ 15  41]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",21,2019-05-11 19:15:49.082796
0,8Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.683,0.59,0.081,0.267,0.2,0.346,0.75,0.217,0.346,"[[195  65]
 [ 34  18]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",40,2019-05-11 19:16:07.835764
0,8Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.566,0.552,0.047,0.269,0.234,0.479,0.583,0.187,0.479,"[[140 100]
 [ 25  23]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",59,2019-05-11 19:16:26.665893
0,8Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.837,0.495,0.179,0.157,0.278,0.091,0.986,0.571,0.091,"[[217   3]
 [ 40   4]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",79,2019-05-11 19:16:46.765279
