Comment,Test,Validation,Training,Correct,AUC,MCC,F1,AVP,TPR,TNR,Prec,Rec,Confusion matrix,LR,Duration (s),Timestamp
0,Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.476,0.56,0.003,0.256,0.227,0.542,0.462,0.168,0.542,"[[111 129]
 [ 22  26]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",59,2019-05-10 15:47:57.969144
0,Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.72,0.578,0.076,0.245,0.26,0.273,0.809,0.222,0.273,"[[178  42]
 [ 32  12]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",78,2019-05-10 15:48:17.081914
0,Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.576,0.526,0.041,0.263,0.183,0.455,0.6,0.185,0.455,"[[132  88]
 [ 24  20]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",97,2019-05-10 15:48:36.072975
0,Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.625,0.586,0.083,0.284,0.211,0.446,0.661,0.208,0.446,"[[185  95]
 [ 31  25]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",22,2019-05-10 15:49:03.481869
0,Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.721,0.516,0.004,0.171,0.174,0.173,0.831,0.17,0.173,"[[216  44]
 [ 43   9]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",39,2019-05-10 15:49:21.180109
0,Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.628,0.573,0.119,0.31,0.289,0.5,0.654,0.224,0.5,"[[157  83]
 [ 24  24]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",58,2019-05-10 15:49:39.369954
0,Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.758,0.563,0.094,0.238,0.259,0.227,0.864,0.25,0.227,"[[190  30]
 [ 34  10]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",76,2019-05-10 15:49:57.701999
0,Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.689,0.664,0.114,0.293,0.261,0.386,0.75,0.236,0.386,"[[165  55]
 [ 27  17]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",94,2019-05-10 15:50:15.662618
0,Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.661,0.549,0.076,0.269,0.2,0.375,0.718,0.21,0.375,"[[201  79]
 [ 35  21]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",23,2019-05-10 15:50:43.692875
0,Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.753,0.557,-0.004,0.135,0.182,0.115,0.881,0.162,0.115,"[[229  31]
 [ 46   6]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",42,2019-05-10 15:51:02.514480
0,Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.521,0.561,0.043,0.274,0.195,0.542,0.517,0.183,0.542,"[[124 116]
 [ 22  26]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",60,2019-05-10 15:51:21.191784
0,Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.636,0.618,0.14,0.324,0.254,0.523,0.659,0.235,0.523,"[[145  75]
 [ 21  23]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",79,2019-05-10 15:51:39.852346
0,Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.663,0.557,0.085,0.276,0.213,0.386,0.718,0.215,0.386,"[[158  62]
 [ 27  17]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",97,2019-05-10 15:51:58.286325
0,Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.571,0.635,0.139,0.327,0.305,0.625,0.561,0.222,0.625,"[[157 123]
 [ 21  35]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",22,2019-05-10 15:52:25.737145
0,Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.708,0.597,0.046,0.222,0.202,0.25,0.8,0.2,0.25,"[[208  52]
 [ 39  13]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",40,2019-05-10 15:52:44.007703
0,Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.524,0.516,-0.003,0.243,0.201,0.458,0.538,0.165,0.458,"[[129 111]
 [ 26  22]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",60,2019-05-10 15:53:04.133196
0,Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.697,0.564,0.049,0.231,0.2,0.273,0.782,0.2,0.273,"[[172  48]
 [ 32  12]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",80,2019-05-10 15:53:23.972346
0,Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.602,0.562,0.039,0.255,0.35,0.409,0.641,0.186,0.409,"[[141  79]
 [ 26  18]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",99,2019-05-10 15:53:43.103384
0,Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.75,0.687,0.289,0.425,0.283,0.554,0.789,0.344,0.554,"[[221  59]
 [ 25  31]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",22,2019-05-10 15:54:10.678996
0,Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.66,0.588,0.007,0.209,0.198,0.269,0.738,0.171,0.269,"[[192  68]
 [ 38  14]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",40,2019-05-10 15:54:28.726876
0,Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.524,0.539,-0.003,0.243,0.201,0.458,0.538,0.165,0.458,"[[129 111]
 [ 26  22]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",58,2019-05-10 15:54:47.153298
0,Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.413,0.497,-0.024,0.251,0.227,0.591,0.377,0.16,0.591,"[[ 83 137]
 [ 18  26]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",76,2019-05-10 15:55:05.037180
0,Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.659,0.519,0.023,0.224,0.174,0.295,0.732,0.181,0.295,"[[161  59]
 [ 31  13]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",95,2019-05-10 15:55:23.390842
0,Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.699,0.633,0.119,0.294,0.235,0.375,0.764,0.241,0.375,"[[214  66]
 [ 35  21]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",22,2019-05-10 15:55:51.381164
0,Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.756,0.543,-0.038,0.095,0.172,0.077,0.892,0.125,0.077,"[[232  28]
 [ 48   4]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",41,2019-05-10 15:56:09.938678
0,Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.549,0.548,0.056,0.278,0.188,0.521,0.554,0.189,0.521,"[[133 107]
 [ 23  25]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",60,2019-05-10 15:56:29.021248
0,Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.625,0.473,-0.104,0.124,0.165,0.159,0.718,0.101,0.159,"[[158  62]
 [ 37   7]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",79,2019-05-10 15:56:47.892115
0,Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.701,0.53,0.037,0.218,0.196,0.25,0.791,0.193,0.25,"[[174  46]
 [ 33  11]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",98,2019-05-10 15:57:06.585299
0,Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.554,0.599,0.144,0.33,0.227,0.661,0.532,0.22,0.661,"[[149 131]
 [ 19  37]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",23,2019-05-10 15:57:34.071831
0,Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.696,0.557,0.058,0.24,0.217,0.288,0.777,0.205,0.288,"[[202  58]
 [ 37  15]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",43,2019-05-10 15:57:53.651303
0,Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.611,0.529,0.064,0.273,0.205,0.438,0.646,0.198,0.438,"[[155  85]
 [ 27  21]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",62,2019-05-10 15:58:12.961558
0,Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.644,0.554,0.037,0.242,0.189,0.341,0.705,0.188,0.341,"[[155  65]
 [ 29  15]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",81,2019-05-10 15:58:31.794016
0,Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.667,0.588,0.075,0.267,0.216,0.364,0.727,0.211,0.364,"[[160  60]
 [ 28  16]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",99,2019-05-10 15:58:49.903941
0,Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.491,0.594,0.078,0.296,0.239,0.643,0.461,0.193,0.643,"[[129 151]
 [ 20  36]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",22,2019-05-10 15:59:17.203593
0,Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.728,0.506,0.012,0.175,0.178,0.173,0.838,0.176,0.173,"[[218  42]
 [ 43   9]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",39,2019-05-10 15:59:34.831117
0,Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.531,0.576,0.065,0.286,0.235,0.562,0.525,0.191,0.562,"[[126 114]
 [ 21  27]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",59,2019-05-10 15:59:54.334145
0,Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.701,0.548,0.068,0.248,0.207,0.295,0.782,0.213,0.295,"[[172  48]
 [ 31  13]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",77,2019-05-10 16:00:12.358598
0,Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.67,0.525,0.121,0.304,0.263,0.432,0.718,0.235,0.432,"[[158  62]
 [ 25  19]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",95,2019-05-10 16:00:30.364262
0,Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.768,0.628,0.221,0.361,0.231,0.393,0.843,0.333,0.393,"[[236  44]
 [ 34  22]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",22,2019-05-10 16:00:57.495314
0,Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.696,0.556,0.044,0.228,0.186,0.269,0.781,0.197,0.269,"[[203  57]
 [ 38  14]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",38,2019-05-10 16:01:14.150895
0,Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.562,0.571,0.069,0.284,0.259,0.521,0.571,0.195,0.521,"[[137 103]
 [ 23  25]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",56,2019-05-10 16:01:31.503162
0,Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.75,0.582,0.048,0.195,0.221,0.182,0.864,0.211,0.182,"[[190  30]
 [ 36   8]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",74,2019-05-10 16:01:49.446114
0,Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.295,0.368,-0.253,0.162,0.133,0.409,0.273,0.101,0.409,"[[ 60 160]
 [ 26  18]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",91,2019-05-10 16:02:06.994306
0,Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.705,0.572,0.055,0.233,0.209,0.268,0.793,0.205,0.268,"[[222  58]
 [ 41  15]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",23,2019-05-10 16:02:35.030691
0,Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.74,0.587,0.058,0.214,0.194,0.212,0.846,0.216,0.212,"[[220  40]
 [ 41  11]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",43,2019-05-10 16:02:55.127830
0,Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.42,0.557,0.042,0.283,0.198,0.688,0.367,0.178,0.688,"[[ 88 152]
 [ 15  33]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",63,2019-05-10 16:03:15.759253
0,Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.708,0.512,0.062,0.238,0.243,0.273,0.795,0.211,0.273,"[[175  45]
 [ 32  12]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",84,2019-05-10 16:03:36.571940
0,Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.606,0.526,0.042,0.257,0.221,0.409,0.645,0.188,0.409,"[[142  78]
 [ 26  18]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",105,2019-05-10 16:03:57.340481
0,Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.729,0.703,0.188,0.345,0.296,0.429,0.789,0.289,0.429,"[[221  59]
 [ 32  24]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",22,2019-05-10 16:04:25.780248
0,Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.686,0.593,0.145,0.319,0.206,0.442,0.735,0.25,0.442,"[[191  69]
 [ 29  23]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",42,2019-05-10 16:04:44.802615
0,Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.559,0.599,0.115,0.314,0.209,0.604,0.55,0.212,0.604,"[[132 108]
 [ 19  29]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",60,2019-05-10 16:05:03.179962
0,Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.697,0.499,0.049,0.231,0.181,0.273,0.782,0.2,0.273,"[[172  48]
 [ 32  12]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",79,2019-05-10 16:05:22.222551
0,Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.598,0.524,0.063,0.274,0.238,0.455,0.627,0.196,0.455,"[[138  82]
 [ 24  20]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",98,2019-05-10 16:05:41.602296
0,Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.449,0.531,-0.013,0.251,0.199,0.554,0.429,0.162,0.554,"[[120 160]
 [ 25  31]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",22,2019-05-10 16:06:11.104417
0,Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.651,0.542,-0.085,0.128,0.173,0.154,0.75,0.11,0.154,"[[195  65]
 [ 44   8]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",40,2019-05-10 16:06:29.092707
0,Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.562,0.541,0.069,0.284,0.248,0.521,0.571,0.195,0.521,"[[137 103]
 [ 23  25]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",57,2019-05-10 16:06:46.255588
0,Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.693,0.614,0.06,0.243,0.263,0.295,0.773,0.206,0.295,"[[170  50]
 [ 31  13]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",75,2019-05-10 16:07:03.593596
0,Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.659,0.565,0.008,0.211,0.188,0.273,0.736,0.171,0.273,"[[162  58]
 [ 32  12]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",92,2019-05-10 16:07:21.155972
0,Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.5,0.633,0.129,0.323,0.273,0.714,0.457,0.208,0.714,"[[128 152]
 [ 16  40]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",21,2019-05-10 16:07:48.823776
0,Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.561,0.461,-0.062,0.189,0.159,0.308,0.612,0.137,0.308,"[[159 101]
 [ 36  16]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",39,2019-05-10 16:08:06.595497
0,Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.538,0.562,0.047,0.273,0.251,0.521,0.542,0.185,0.521,"[[130 110]
 [ 23  25]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",56,2019-05-10 16:08:23.625512
0,Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.735,0.606,0.079,0.239,0.262,0.25,0.832,0.229,0.25,"[[183  37]
 [ 33  11]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",74,2019-05-10 16:08:41.533721
0,Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.742,0.587,0.105,0.261,0.225,0.273,0.836,0.25,0.273,"[[184  36]
 [ 32  12]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",91,2019-05-10 16:08:58.943536
0,Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.67,0.701,0.265,0.406,0.306,0.679,0.668,0.29,0.679,"[[187  93]
 [ 18  38]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",22,2019-05-10 16:09:31.054288
0,Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.66,0.594,0.045,0.243,0.225,0.327,0.727,0.193,0.327,"[[189  71]
 [ 35  17]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",41,2019-05-10 16:09:49.803142
0,Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.663,0.545,-0.004,0.198,0.241,0.25,0.746,0.164,0.25,"[[179  61]
 [ 36  12]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",60,2019-05-10 16:10:08.726578
0,Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.61,0.555,-0.07,0.163,0.175,0.227,0.686,0.127,0.227,"[[151  69]
 [ 34  10]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",79,2019-05-10 16:10:27.879785
0,Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.553,0.534,0.007,0.244,0.248,0.432,0.577,0.17,0.432,"[[127  93]
 [ 25  19]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",97,2019-05-10 16:10:46.246509
0,Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.607,0.602,0.066,0.275,0.217,0.446,0.639,0.198,0.446,"[[179 101]
 [ 31  25]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",23,2019-05-10 16:11:16.112205
0,Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.689,0.568,0.01,0.198,0.185,0.231,0.781,0.174,0.231,"[[203  57]
 [ 40  12]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",40,2019-05-10 16:11:33.458233
0,Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.635,0.55,0.088,0.286,0.26,0.438,0.675,0.212,0.438,"[[162  78]
 [ 27  21]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",58,2019-05-10 16:11:51.422366
0,Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.663,0.619,0.071,0.264,0.243,0.364,0.723,0.208,0.364,"[[159  61]
 [ 28  16]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",76,2019-05-10 16:12:09.335491
0,Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.591,0.523,0.083,0.289,0.256,0.5,0.609,0.204,0.5,"[[134  86]
 [ 22  22]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",94,2019-05-10 16:12:27.473337
0,Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.705,0.551,0.03,0.208,0.179,0.232,0.8,0.188,0.232,"[[224  56]
 [ 43  13]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",22,2019-05-10 16:12:59.166143
0,Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.676,0.617,0.023,0.217,0.201,0.269,0.758,0.182,0.269,"[[197  63]
 [ 38  14]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",40,2019-05-10 16:13:17.543562
0,Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.653,0.579,0.08,0.275,0.206,0.396,0.704,0.211,0.396,"[[169  71]
 [ 29  19]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",58,2019-05-10 16:13:35.126341
0,Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.629,0.547,0.078,0.279,0.27,0.432,0.668,0.207,0.432,"[[147  73]
 [ 25  19]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",76,2019-05-10 16:13:53.209677
0,Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.587,0.527,-0.004,0.227,0.187,0.364,0.632,0.165,0.364,"[[139  81]
 [ 28  16]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",94,2019-05-10 16:14:11.204258
0,Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.726,0.594,0.08,0.246,0.213,0.268,0.818,0.227,0.268,"[[229  51]
 [ 41  15]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",21,2019-05-10 16:14:38.651087
0,Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.708,0.57,-0.042,0.133,0.187,0.135,0.823,0.132,0.135,"[[214  46]
 [ 45   7]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",39,2019-05-10 16:14:56.066965
0,Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.656,0.567,0.097,0.288,0.258,0.417,0.704,0.22,0.417,"[[169  71]
 [ 28  20]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",57,2019-05-10 16:15:14.214272
0,Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.682,0.585,0.091,0.276,0.272,0.364,0.745,0.222,0.364,"[[164  56]
 [ 28  16]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",75,2019-05-10 16:15:33.014907
0,Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.542,0.534,0.024,0.258,0.225,0.477,0.555,0.176,0.477,"[[122  98]
 [ 23  21]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",95,2019-05-10 16:15:52.828944
0,Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.557,0.644,0.2,0.361,0.23,0.75,0.518,0.237,0.75,"[[145 135]
 [ 14  42]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",22,2019-05-10 16:16:20.561881
0,Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.74,0.601,0.012,0.165,0.214,0.154,0.858,0.178,0.154,"[[223  37]
 [ 44   8]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",39,2019-05-10 16:16:38.121098
0,Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.573,0.565,0.028,0.255,0.236,0.438,0.6,0.179,0.438,"[[144  96]
 [ 27  21]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",58,2019-05-10 16:16:56.357046
0,Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.648,0.459,-0.019,0.191,0.167,0.25,0.727,0.155,0.25,"[[160  60]
 [ 33  11]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",76,2019-05-10 16:17:14.768233
0,Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.746,0.575,0.171,0.323,0.218,0.364,0.823,0.291,0.364,"[[181  39]
 [ 28  16]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",93,2019-05-10 16:17:32.303285
0,Struc36 S:4 X:20_56,0,0,"[1, 2, 3, 4]",0.75,0.65,0.113,0.263,0.243,0.268,0.846,0.259,0.268,"[[237  43]
 [ 41  15]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",22,2019-05-10 16:17:59.798764
0,Struc36 S:4 X:20_56,0,1,"[0, 2, 3, 4]",0.712,0.638,0.175,0.338,0.238,0.442,0.765,0.274,0.442,"[[199  61]
 [ 29  23]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",40,2019-05-10 16:18:17.781649
0,Struc36 S:4 X:20_56,0,2,"[0, 1, 3, 4]",0.49,0.566,0.078,0.297,0.264,0.646,0.458,0.193,0.646,"[[110 130]
 [ 17  31]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",59,2019-05-10 16:18:36.889074
0,Struc36 S:4 X:20_56,0,3,"[0, 1, 2, 4]",0.731,0.565,0.074,0.237,0.198,0.25,0.827,0.224,0.25,"[[182  38]
 [ 33  11]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",78,2019-05-10 16:18:55.497855
0,Struc36 S:4 X:20_56,0,4,"[0, 1, 2, 3]",0.678,0.585,0.012,0.206,0.221,0.25,0.764,0.175,0.25,"[[168  52]
 [ 33  11]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01]",97,2019-05-10 16:19:14.523605
