Comment,Test,Validation,Training,Correct,AUC,MCC,F1,AVP,TPR,TNR,Prec,Rec,Confusion matrix,LR,Duration (s),Timestamp,y_hat,y_hat_binary,y_true
0,Newstruc S:9 X:0_69,0,0,"[1, 2, 3, 4]",0.83,0.562,0.188,0.219,0.301,0.143,0.968,0.471,0.143,"[[271   9]
 [ 48   8]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01, 0.005, 0.05, 0.005, 0.05, 0.005, 0.05, 0.005, 0.05, 0.005, 0.05]",104,2019-05-16 22:27:00.798063,"[0.21080068, 0.13109383, 0.15851347, 0.15851347, 0.19252427, 0.39652038, 0.4514249, 0.4514249, 0.17318478, 0.20250334, 0.05187542, 0.05187542, 0.025355706, 0.03668736, 0.03571095, 0.03571095, 0.09197632, 0.11559162, 0.12652707, 0.12652707, 0.00022776841, 0.0028228462, 0.00054792245, 0.00054792245, 0.041029196, 0.17741236, 0.012147331, 0.20816426, 0.0125560425, 0.072954424, 0.06434033, 0.021473262, 0.016427051, 0.011040195, 0.024336915, 0.004711435, 0.030791355, 0.09145284, 0.01998669, 0.012090859, 0.10722016, 0.08259424, 0.075852886, 0.075852886, 0.07132958, 0.1426476, 0.21570237, 0.21570237, 0.18812165, 0.11714774, 0.07260737, 0.2681643, 0.048475467, 0.15419629, 0.24865347, 0.2718018, 0.002293349, 0.0540466, 0.0055487272, 0.0028915696, 0.17951834, 0.020200934, 0.07918062, 0.4162566, 0.094220564, 0.04194351, 0.16723903, 0.30077806, 0.055518445, 0.1426476, 0.21570237, 0.21570237, 0.054218676, 0.054218676, 0.18093765, 0.18093765, 0.15612519, 0.15612519, 0.2937907, 0.2937907, 0.028347325, 0.028347325, 0.015408382, 0.015408382, 0.054509614, 0.3435769, 0.28906024, 0.28906024, 0.018877082, 0.018877082, 0.010033501, 0.010033501, 0.021030506, 0.005389542, 0.025959508, 0.025959508, 0.025950659, 0.045881696, 0.13643175, 0.09170255, 0.20564392, 0.10807354, 0.06286153, 0.07915908, 0.0032841787, 0.008226879, 0.04026746, 0.050067015, 0.121245146, 0.14668928, 0.027954752, 0.044761878, 0.2519992, 0.21417192, 0.027275149, 0.012602881, 0.40761542, 0.069031455, 0.025629938, 0.025629938, 0.21876003, 0.27156216, 0.043328527, 0.05440949, 0.23947361, 0.0157999, 0.19589184, 0.12856762, 0.4618381, 0.41776165, 0.14398694, 0.1868206, 0.085837446, 0.064294, 0.090856, 0.10139564, 0.26003084, 0.2124835, 0.016006593, 0.018145435, 0.12120797, 0.10526186, 0.17036067, 0.17036067, 0.07951792, 0.08500298, 0.16056037, 0.026451344, 0.0217532, 0.02539736, 0.01543697, 0.024640119, 0.03218752, 0.058165494, 0.03996428, 0.13638301, 0.00793991, 0.11555395, 0.011215831, 0.007388204, 0.012975272, 0.2124835, 0.029279904, 0.019858386, 0.07132958, 0.1426476, 0.21570237, 0.21570237, 0.26585484, 0.077696785, 0.04562243, 0.20127943, 0.16490632, 0.32299924, 0.5518244, 0.1946855, 0.017479444, 0.0684923, 0.036692135, 0.105808534, 0.20026705, 0.09187034, 0.28745648, 0.35782722, 0.036850512, 0.13056517, 0.06573032, 0.22864103, 0.03148744, 0.08494036, 0.16552052, 0.16552052, 0.14774112, 0.019871216, 0.18412049, 0.15367973, 0.22485164, 0.33320242, 0.1676738, 0.78329796, 0.4448824, 0.46384904, 0.61892104, 0.5060896, 0.18969761, 0.64691573, 0.94835526, 0.9788562, 0.16889463, 0.11030312, 0.08833931, 0.16707954, 0.09716678, 0.015890665, 0.025865046, 0.03133396, 0.072092004, 0.36112007, 0.053406972, 0.023314081, 0.22886959, 0.13305742, 0.0073046517, 0.044771224, 0.0026214335, 0.04377776, 0.0012437506, 0.0005547077, 0.033280436, 0.09332484, 0.06486607, 0.11250894, 0.028714059, 0.08259424, 0.075852886, 0.049395386, 0.42001185, 0.30776548, 0.2801188, 0.2801188, 0.18776421, 0.18227467, 0.18227467, 0.18227467, 0.0811474, 0.03482502, 0.03482502, 0.03482502, 0.2897031, 0.30546755, 0.30546755, 0.30546755, 0.0430357, 0.041662518, 0.12095999, 0.007412011, 0.04546705, 0.038217325, 0.038217325, 0.038217325, 0.029382633, 0.004865556, 0.0010284759, 0.005884309, 0.035173737, 0.05892649, 0.042725045, 0.00084770995, 0.009337854, 0.00012453325, 0.0029450322, 0.050066408, 0.041181594, 0.00017238046, 0.12932658, 0.0011618342, 0.06206089, 0.30727643, 0.29244205, 0.2733135, 0.0027838887, 2.7955139e-06, 0.03588582, 0.04710853, 0.06543636, 0.35742372, 0.27059826, 0.27059826, 0.30296162, 0.25255308, 0.03400973, 0.03400973, 0.23308143, 0.6085172, 0.4561107, 0.4561107, 0.64166594, 0.2821454, 0.47495866, 0.47495866, 0.61031944, 0.18490805, 0.13168, 0.13168, 0.5493532, 0.30697274, 0.08786877, 0.08786877, 0.18349528, 0.0404169, 0.014697631, 0.014697631, 0.10268685, 0.23237534, 0.4547502, 0.05367234, 0.24267378, 0.6502195, 0.49464652, 0.4777479, 0.57563406, 0.2784236, 0.42553523, 0.27923253, 0.86924034, 0.9120865, 0.6693909, 0.9794868, 0.08961414, 0.0061386535, 0.01647958, 0.066281855, 0.14315854, 0.03348518, 0.04764734, 0.26596165]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
0,Newstruc S:9 X:0_69,0,1,"[0, 2, 3, 4]",0.728,0.653,0.147,0.309,0.283,0.365,0.8,0.268,0.365,"[[208  52]
 [ 33  19]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01, 0.005, 0.05, 0.005, 0.05, 0.005, 0.05, 0.005, 0.05, 0.005, 0.05]",157,2019-05-16 22:27:53.322631,"[0.28565606, 0.23032832, 0.17081717, 0.14343908, 0.2049033, 0.16748306, 0.16217977, 0.2655164, 0.605688, 0.4767374, 0.41405207, 0.34282067, 0.0015589094, 0.13046148, 0.13046148, 0.035157904, 0.43412283, 0.6127905, 0.6127905, 0.6127905, 0.13916191, 0.3237147, 0.5862038, 0.5862038, 0.13900271, 0.51847357, 0.51847357, 0.51847357, 0.4919065, 0.5929448, 0.5010191, 0.6453352, 0.15283759, 0.08371608, 0.08371608, 0.08371608, 0.56047314, 0.4519094, 0.4005587, 0.1251606, 0.3934542, 0.676492, 0.36866692, 0.16579914, 0.06656745, 0.31105158, 0.67257494, 0.32428408, 0.13900271, 0.51847357, 0.51847357, 0.6686633, 0.4919065, 0.5929448, 0.5010191, 0.4151077, 0.24094726, 0.25046602, 0.25046602, 0.51331955, 0.68382806, 0.41324204, 0.38150525, 0.66113687, 0.029131565, 0.04209169, 0.04209169, 0.04209169, 0.58102816, 0.59094065, 0.59094065, 0.59094065, 0.26019225, 0.11901224, 0.11901224, 0.11901224, 0.14938799, 0.110104114, 0.110104114, 0.110104114, 0.27574393, 0.0634835, 0.0634835, 0.0634835, 0.008900862, 0.009454206, 0.032498494, 0.016595794, 0.24635275, 0.16324843, 0.1081597, 0.1081597, 0.45281562, 0.24380682, 0.31900275, 0.31900275, 0.40248892, 0.10299738, 0.2234265, 0.2234265, 0.22948293, 0.24299453, 0.3161765, 0.3161765, 0.36594823, 0.17464986, 0.22352761, 0.22352761, 0.2798774, 0.083418965, 0.13477519, 0.1979117, 0.3065159, 0.22912356, 0.17952137, 0.17952137, 0.4333385, 0.27863893, 0.39879468, 0.39879468, 0.27991465, 0.2771395, 0.19898015, 0.19898015, 0.39258695, 0.07899856, 0.14585699, 0.14585699, 0.41720226, 0.13745743, 0.11543921, 0.11543921, 0.21159902, 0.16326228, 0.072675705, 0.108984984, 0.25167826, 0.20046385, 0.20046385, 0.20046385, 0.27734208, 0.1919916, 0.7610634, 0.7610634, 0.23750319, 0.42368963, 0.42368963, 0.42368963, 0.27714932, 0.41574335, 0.54076356, 0.54076356, 0.24094726, 0.11998314, 0.11998314, 0.11998314, 0.5845079, 0.14084321, 0.20994435, 0.5256682, 0.109798856, 0.28687966, 0.28687966, 0.045261066, 0.26353636, 0.8035048, 0.39588344, 0.7519799, 0.5396025, 0.7237322, 0.6571106, 0.15652163, 0.91186005, 0.65667003, 0.6096346, 0.68932563, 0.24094726, 0.25046602, 0.087488405, 0.1687876, 0.5305519, 0.3079229, 0.10579098, 0.10204672, 0.24259965, 0.538217, 0.538217, 0.27271938, 0.29577193, 0.021074146, 0.021074146, 0.10404747, 0.17701146, 0.015218149, 0.015218149, 0.03739991, 0.08165714, 0.6824209, 0.50494444, 0.21365884, 0.15283759, 0.056946434, 0.056946434, 0.116688475, 0.47918496, 0.22042608, 0.3216806, 0.07923488, 0.210523, 0.07179615, 0.07179615, 0.07179615, 0.28125492, 0.06851954, 0.06851954, 0.06851954, 0.12973225, 0.17642422, 0.17642422, 0.17642422, 0.2553041, 0.4271383, 0.4271383, 0.4271383, 0.15283759, 0.33038977, 0.33038977, 0.33038977, 0.4321414, 0.82113504, 0.68343306, 0.76707697, 0.78518987, 0.5212662, 0.5212662, 0.5212662, 0.0057986137, 0.3736297, 0.3736297, 0.3736297, 0.7905047, 0.606923, 0.606923, 0.606923, 0.18728453, 0.69358623, 0.6359913, 0.6359913, 0.24094726, 0.11998314, 0.11998314, 0.11998314, 0.62645996, 0.1190938, 0.13749585, 0.19001943, 0.005877635, 0.032420382, 0.032420382, 0.032420382, 0.040695176, 0.06343986, 0.06343986, 0.06343986, 0.06570994, 0.34482598, 0.34482598, 0.34482598, 0.256688, 0.73804677, 0.73804677, 0.73804677, 0.24094726, 0.11998314, 0.11998314, 0.11998314, 0.4764729, 0.45603937, 0.65051925, 0.4690335, 0.1439075, 0.13254686, 0.20662212, 0.24499163, 0.17817383, 0.56113386, 0.6244509, 0.574164, 0.2916145, 0.30092242, 0.33136007, 0.2921612, 0.08987723, 0.50805134, 0.5342948, 0.29414067, 0.11316365, 0.18660398, 0.21873371, 0.21873371, 0.21873371, 0.2736909, 0.33165854, 0.2668303, 0.17006403, 0.27348205, 0.17353214, 0.1607333, 0.20783956, 0.1693183, 0.3544365, 0.28378946]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0,Newstruc S:9 X:0_69,0,2,"[0, 1, 3, 4]",0.733,0.691,0.259,0.403,0.326,0.542,0.771,0.321,0.542,"[[185  55]
 [ 22  26]]","[0.01, 0.1, 0.01, 0.1, 0.005, 0.05, 0.001, 0.01, 0.005, 0.05, 0.005, 0.05, 0.005, 0.05, 0.005, 0.05, 0.005, 0.05]",209,2019-05-16 22:28:46.199761,"[0.2971997, 0.5077433, 0.4961556, 0.2355849, 0.30635995, 0.33511207, 0.36153442, 0.20180185, 0.46123546, 0.18286727, 0.024632901, 0.15649937, 0.25429153, 0.4723385, 0.523876, 0.2391612, 0.9325802, 0.37237707, 0.1637621, 0.28621995, 0.41464388, 0.50397986, 0.5999795, 0.27749693, 0.36573645, 0.30849594, 0.15736312, 0.31059676, 0.35218766, 0.17815247, 0.38021725, 0.01737197, 0.49165824, 0.31217292, 0.32461426, 0.1243372, 0.49787167, 0.4719842, 0.37166315, 0.3999018, 0.90391064, 0.42397746, 0.8625689, 0.28490528, 0.19642557, 0.7722097, 0.3528386, 0.37745294, 0.20442319, 0.13459666, 0.2999284, 0.42479813, 0.3019062, 0.40528673, 0.46198422, 0.014974357, 0.26502898, 0.3829365, 0.41138655, 0.24434875, 0.4521935, 0.9696044, 0.81383026, 0.442178, 0.8807495, 0.42691365, 0.73809284, 0.35395667, 0.19642557, 0.7722097, 0.3528386, 0.42235827, 0.43085238, 0.017936569, 0.18551, 0.3788466, 0.24545357, 0.3315649, 0.44233975, 0.029925816, 0.22457014, 0.33938393, 0.31928468, 0.056622952, 0.44493702, 0.6061411, 0.6354772, 0.13922708, 0.7838602, 0.6620747, 0.32897097, 0.20597109, 0.27054876, 0.85115045, 0.5575571, 0.47320575, 0.23317948, 0.209739, 0.27497777, 0.27875647, 0.5253183, 0.7875067, 0.47983202, 0.85697013, 0.4051878, 0.4366532, 0.76414233, 0.7660521, 0.57535857, 0.632545, 0.2967249, 0.9596038, 0.5998124, 0.39475936, 0.48058495, 0.3766396, 0.2215081, 0.11277365, 0.1593822, 0.38387704, 0.20562233, 0.7320802, 0.41515407, 0.35834628, 0.16583343, 0.44204623, 0.250617, 0.1537999, 0.37011337, 0.24389759, 0.10598203, 0.18369223, 0.45961928, 0.75915664, 0.32070145, 0.5146511, 0.60526717, 0.39798418, 0.29113683, 0.3146452, 0.19642557, 0.7722097, 0.4191265, 0.37745294, 0.0398712, 0.3827298, 0.4428124, 0.2919068, 0.25461903, 0.6370598, 0.150529, 0.06065487, 0.2700448, 0.16292748, 0.06882449, 0.3424948, 0.72696203, 0.97609985, 0.3571698, 0.38040623, 0.044025883, 0.7009988, 0.2574934, 0.37223876, 0.19642557, 0.7722097, 0.4191265, 0.37745294, 0.41698888, 0.1810902, 0.1982423, 0.1585964, 0.24531607, 0.28627947, 0.6081278, 0.28351882, 0.18717182, 0.4348503, 0.45803994, 0.38771063, 0.509094, 0.9734716, 0.59858555, 0.545576, 0.19780384, 0.7817899, 0.3812595, 0.36285853, 0.27054876, 0.85115045, 0.5575571, 0.47320575, 0.6393074, 0.18821718, 0.27655613, 0.49128953, 0.4108686, 0.22249122, 0.043563012, 0.5330436, 0.7117307, 0.90458906, 0.16982676, 0.3953468, 0.84278446, 0.8834224, 0.5376525, 0.69693744, 0.7278928, 0.82350844, 0.59789014, 0.73365986, 0.11315783, 0.15716389, 0.9773627, 0.7532487, 0.46795914, 0.46795914, 0.35110337, 0.35110337, 0.195453, 0.195453, 0.122680105, 0.122680105, 0.25315398, 0.25315398, 0.44392636, 0.44392636, 0.37302834, 0.13080116, 0.5872907, 0.5872907, 0.6467805, 0.6467805, 0.13138281, 0.13138281, 0.34730953, 0.49905214, 0.8762165, 0.9884978, 0.014938986, 0.45137033, 0.3932422, 0.3932422, 0.03194738, 0.5046144, 0.6052655, 0.6052655, 1.4600734e-05, 0.68198067, 0.95356995, 0.95356995, 0.7316026, 0.96270686, 0.9393763, 0.9393763, 0.20071523, 0.13272028, 0.43234158, 0.43234158, 0.6362838, 0.52748674, 0.935392, 0.83713394, 6.8666304e-06, 0.002481338, 0.020156391, 0.19033048, 0.0102628125, 0.038845345, 0.04692093, 0.04692093, 0.5408085, 0.2144205, 0.29562324, 0.17188413, 0.019619945, 0.116756536, 0.15003961, 0.05057158, 4.4485418e-08, 0.00014388867, 0.0044430043, 0.055170592, 0.34944275, 0.20477103, 0.35486802, 0.34308326]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
